name,x,y,z
Thbs1,16.654056,16.064408,1
Thbs1,14.722243,14.726435,1
Thbs1,15.733093,18.365412,1
Thbs1,14.270823,14.886887,1
Thbs1,15.866261,16.561416,1
Thbs1,15.662466,17.403040,1
Thbs1,16.283006,17.847385,1
Cd47,16.521778,15.490929,1
Cd47,14.707118,15.324854,1
Cd47,14.507291,18.474409,1
Cd47,14.636482,15.426074,1
Tgfb1,25.266283,14.366436,1
Tgfb1,24.570919,16.406540,1
Tgfb1,23.478037,14.008090,1
Tgfb1,24.860678,13.870848,1
Tgfb1,22.197285,15.479670,1
Tgfb1,22.767819,15.403084,1
Tgfb1,25.008496,15.842138,1
Tgfb1,23.350198,15.621069,1
Tgfb1,23.382974,14.698550,1
Tgfbr1,24.287805,16.599848,1
Tgfbr1,23.844885,16.711900,1
Tgfbr1,23.631481,14.065547,1
Tgfbr1,25.247926,15.842051,1
Tgfbr1,25.252349,15.903826,1
Tgfbr1,23.800110,13.522471,1
Tgfbr2,22.169097,15.731465,1
Tgfbr2,25.564355,16.236571,1
Tgfbr2,24.444823,13.852644,1
Tgfbr2,24.496658,15.757710,1
Tgfbr2,24.902157,14.639239,1
Tgfbr2,25.049371,14.078886,1
Tgfbr2,22.487800,15.481728,1
Wnt5a,24.327046,16.396926,1
Wnt5a,24.954591,14.728603,1
Wnt5a,25.819185,14.145363,1
Wnt5a,25.438039,15.575266,1
Wnt5a,24.792026,16.511453,1
Fzd1,25.954010,14.975615,1
Fzd1,24.871958,14.675704,1
Fzd1,23.089793,14.843490,1
Ror2,24.753188,14.578022,1
Cxcl12,24.164763,15.285825,1
Cxcl12,24.404141,15.905469,1
Cxcl12,25.707207,15.985439,1
Cxcl12,24.229518,14.096926,1
Cxcl12,24.311167,13.812888,1
Cxcl12,24.221858,13.964073,1
Cxcl12,22.887211,14.606732,1
Cxcl12,24.630094,16.535952,1
Cxcl12,24.047048,13.342064,1
Cxcl12,23.133472,16.248327,1
Cxcr4,24.078791,14.630114,1
Cxcr4,25.156851,15.644562,1
Vegfa,24.243777,16.325607,1
Vegfa,25.335054,15.968490,1
Vegfa,23.185957,13.511130,1
Vegfa,23.290890,14.066443,1
Vegfa,25.623519,14.414674,1
Vegfa,23.129569,14.942109,1
Kdr,23.112950,13.845755,1
Kdr,23.308919,13.464557,1
Kdr,25.738449,14.096689,1
Kdr,22.675344,13.647371,1
Kdr,24.125892,15.046929,1
Kdr,23.482021,14.449918,1
Kdr,23.728021,16.163380,1
Kdr,23.827681,15.124061,1
Flt1,24.068701,15.446342,1
Flt1,22.919367,13.550805,1
Flt1,25.395758,15.082829,1
Flt1,23.918608,16.970737,1
Flt1,25.554343,16.407785,1
Flt1,23.722428,13.697267,1
Flt1,24.262477,15.257776,1
Pdgfb,22.784160,14.741456,1
Pdgfb,24.931463,13.744380,1
Pdgfb,23.160813,15.501712,1
Pdgfrb,23.225421,15.202144,1
Pdgfrb,23.251777,13.733297,1
Pdgfrb,24.538894,13.837892,1
Pdgfrb,23.705861,16.926145,1
Pdgfrb,23.420302,13.512909,1
Pdgfrb,22.169549,14.768549,1
Hgf,24.216671,16.374325,1
Hgf,24.249632,14.393304,1
Hgf,24.467767,13.977031,1
Hgf,24.439958,15.506347,1
Hgf,25.025142,13.609534,1
Hgf,23.874106,15.773714,1
Hgf,24.054122,16.037343,1
Hgf,23.937823,14.165600,1
Hgf,24.114863,15.457705,1
Met,22.656974,14.139470,1
Met,23.166490,13.845313,1
Met,25.400462,14.806769,1
Met,25.077777,13.846850,1
Met,25.613598,16.022420,1
Met,22.623741,14.272705,1
Met,24.607170,16.316040,1
Il6,24.726277,14.459958,1
Il6,25.066815,15.102505,1
Il6,22.205914,15.245383,1
Il6ra,22.830011,13.578603,1
Il6ra,22.819338,15.451030,1
Il6ra,24.148161,16.042121,1
Il6ra,23.987760,14.529085,1
Efnb1,24.125206,17.008193,1
Efnb1,23.650332,14.898313,1
Efnb1,23.628701,13.717570,1
Efnb1,25.060535,13.775062,1
Ephb2,24.957228,15.127390,1
Ephb2,23.952875,16.798754,1
Ephb2,22.287830,14.999164,1
Ephb2,22.881462,15.008002,1
Ephb2,24.763744,15.655028,1
Ephb2,22.815357,15.980777,1
Ephb2,24.957761,14.728343,1
Spp1,23.639381,14.417297,1
Spp1,23.989108,14.891339,1
Spp1,23.581334,14.421513,1
Spp1,24.680502,16.474636,1
Spp1,23.051001,16.083468,1
Spp1,23.321866,16.947645,1
Spp1,23.660646,16.546112,1
Cd44,25.045399,13.791872,1
Cd44,23.372477,16.453956,1
Cd44,25.336654,15.847837,1
Cd44,22.434083,15.839351,1
Cd44,24.560655,14.361826,1
Cd44,25.142367,15.722859,1
Cd44,22.821730,14.836668,1
Cd44,23.041374,14.059588,1
Ccl2,25.233745,14.598635,1
Ccl2,25.005697,15.653694,1
Ccl2,23.230719,14.468321,1
Ccr2,23.897223,16.274886,1
Ccr2,23.990206,13.136226,1
Ccr2,23.509186,15.825748,1
Ccr2,22.981581,15.676900,1
Ccr2,25.416161,15.015199,1
Ccr2,23.204682,13.351599,1
Bmp4,23.340363,14.367659,1
Bmp4,23.034225,14.298563,1
Bmp4,22.265375,16.042323,1
Bmp4,23.789762,16.467886,1
Bmp4,24.497555,15.824723,1
Bmpr2,22.639199,14.037960,1
Bmpr2,23.276431,14.221885,1
Bmpr2,25.331939,15.610471,1
Bmpr2,22.258466,15.053950,1
Bmpr2,22.834088,13.641183,1
Fgf2,24.290224,13.901440,1
Fgf2,22.855908,13.807306,1
Fgf2,25.307556,14.749030,1
Fgfr1,23.279967,14.081879,1
Fgfr1,23.889915,13.170956,1
Fgfr1,24.740221,14.711113,1
Fgfr1,24.538980,16.790712,1
Fgfr1,22.726267,13.687109,1
Egf,23.309222,16.820917,1
Egf,23.675523,14.281742,1
Egf,25.228448,16.314854,1
Egf,25.020899,16.618114,1
Egf,22.726773,14.610087,1
Egf,23.716634,17.087116,1
Egf,23.726669,13.340402,1
Egf,24.219617,13.562821,1
Egf,25.477297,14.528632,1
Egf,22.985436,14.968439,1
Egfr,23.693077,16.807809,1
Egfr,23.158929,16.592861,1
Egfr,25.322915,14.708190,1
Egfr,25.393307,16.052103,1
Egfr,25.833465,15.209266,1
Jag1,22.637266,14.873969,1
Jag1,22.717250,14.485909,1
Jag1,23.556822,16.063998,1
Jag1,22.384982,16.075043,1
Jag1,24.800013,15.970256,1
Jag1,24.507843,16.340765,1
Jag1,25.219934,16.417263,1
Jag1,25.354360,16.102723,1
Jag1,23.883134,16.486423,1
Jag1,24.573426,16.749569,1
Dll4,24.942712,14.796819,1
Dll4,25.144569,14.766196,1
Dll4,22.450412,14.497890,1
Dll4,24.461643,16.385852,1
Dll4,25.579346,15.801526,1
Dll4,22.380007,16.059563,1
Dll4,23.745218,17.028285,1
Dll4,25.036844,16.325451,1
Dll4,23.730711,15.909814,1
Dll4,25.401936,16.015465,1
Notch1,24.199862,16.627764,1
Notch1,25.168115,14.954718,1
Notch1,24.785765,15.268599,1
Notch1,25.047956,16.042174,1
Notch1,24.000762,13.998315,1
Notch1,25.025877,16.389461,1
Notch1,23.551826,16.560662,1
Apoe,25.038976,14.659385,1
Apoe,22.222150,14.958894,1
Apoe,23.408470,13.460490,1
Apoe,24.248437,13.626734,1
Apoe,22.362589,14.715474,1
Apoe,23.501687,13.530885,1
Apoe,22.675592,16.346996,1
Apoe,24.107143,15.898875,1
Apoe,23.462788,15.946041,1
Apoe,23.532208,14.268546,1
Lrp1,23.232649,13.892671,1
Lrp1,24.630799,15.944799,1
Lrp1,22.317881,14.865428,1
Lrp1,23.252675,15.685454,1
Lrp1,23.863097,15.702140,1
Lrp1,26.013194,15.416462,1
Thbs1,24.626932,15.509705,1
Thbs1,25.175777,13.904557,1
Thbs1,22.534335,15.740337,1
Thbs1,24.624476,14.847781,1
Thbs1,24.112159,16.980953,1
Cd47,24.424694,13.117198,1
Cd47,23.267499,16.915929,1
Cd47,23.085789,16.527761,1
Tgfb1,31.158910,14.422699,1
Tgfb1,30.949583,16.617458,1
Tgfb1,30.833386,14.518505,1
Tgfb1,31.247614,14.000624,1
Tgfb1,29.441328,15.729446,1
Tgfb1,31.161216,14.611069,1
Tgfbr1,29.747554,14.649698,1
Tgfbr1,32.242296,14.184213,1
Tgfbr1,30.614375,16.204948,1
Tgfbr1,29.476946,15.962885,1
Tgfbr1,31.164197,13.537735,1
Tgfbr1,28.837323,15.831640,1
Tgfbr1,29.743352,15.229323,1
Tgfbr1,31.461934,15.801084,1
Tgfbr1,29.857370,14.545420,1
Tgfbr2,29.421754,14.676376,1
Tgfbr2,30.371281,14.681907,1
Tgfbr2,30.006893,15.121833,1
Tgfbr2,30.362732,15.262922,1
Wnt5a,28.627545,15.392822,1
Wnt5a,31.999308,16.122590,1
Wnt5a,29.162056,14.247102,1
Fzd1,29.473250,14.289171,1
Fzd1,30.021082,13.167136,1
Fzd1,30.692981,13.915972,1
Fzd1,30.019510,14.337699,1
Fzd1,30.382751,15.029000,1
Ror2,31.093274,16.644866,1
Ror2,30.832793,14.684354,1
Ror2,28.876796,14.402418,1
Ror2,32.095910,14.301220,1
Ror2,31.157787,15.527603,1
Ror2,29.830726,14.266045,1
Cxcl12,32.370316,14.118382,1
Cxcl12,31.609063,14.653076,1
Cxcl12,30.129444,13.295178,1
Cxcl12,31.585517,15.274112,1
Cxcl12,30.848968,16.299951,1
Cxcl12,32.405168,14.445138,1
Cxcl12,30.067956,16.548630,1
Cxcl12,30.900052,16.095411,1
Cxcl12,32.092045,15.717335,1
Cxcl12,29.396059,13.367401,1
Cxcl12,31.095090,14.398162,1
Cxcl12,30.459234,14.229356,1
Cxcl12,29.400245,16.137437,1
Cxcl12,31.312862,15.288822,1
Cxcl12,30.391464,15.794687,1
Cxcl12,31.561806,14.556533,1
Cxcl12,28.325846,15.009833,1
Cxcr4,29.221123,14.459268,1
Cxcr4,31.420554,14.588353,1
Cxcr4,31.175264,16.461677,1
Cxcr4,28.753791,15.881044,1
Vegfa,32.142096,15.471193,1
Vegfa,29.970405,12.949472,1
Vegfa,31.150604,15.880614,1
Vegfa,32.065888,14.315422,1
Vegfa,31.080967,15.168837,1
Vegfa,30.855432,13.429963,1
Kdr,28.626349,14.211761,1
Kdr,30.542717,15.894428,1
Flt1,28.953491,13.687991,1
Flt1,30.322549,16.810402,1
Flt1,31.012477,15.762208,1
Flt1,31.101754,14.593044,1
Flt1,32.383833,15.317142,1
Flt1,29.605585,16.065964,1
Flt1,30.778013,14.149273,1
Flt1,29.781230,14.040390,1
Flt1,31.922186,16.123071,1
Pdgfb,29.648539,16.862522,1
Pdgfb,32.242067,14.050993,1
Pdgfb,30.030175,15.974981,1
Pdgfb,31.636658,14.113956,1
Pdgfrb,29.975681,13.119570,1
Pdgfrb,30.364338,15.764071,1
Pdgfrb,29.312880,13.847151,1
Pdgfrb,30.283844,16.673326,1
Pdgfrb,30.816447,13.781859,1
Pdgfrb,30.583317,16.873086,1
Pdgfrb,30.968283,12.957626,1
Pdgfrb,31.723020,16.664429,1
Pdgfrb,30.666458,13.214237,1
Hgf,30.369213,15.324310,1
Hgf,29.334260,14.970731,1
Hgf,29.976240,17.052107,1
Hgf,31.696192,16.746984,1
Hgf,28.505963,14.978234,1
Hgf,30.131821,16.716804,1
Hgf,28.536604,14.298912,1
Hgf,30.916284,15.912854,1
Met,31.139266,14.811511,1
Met,30.139784,14.625538,1
Met,31.979958,15.806451,1
Met,28.934762,14.504283,1
Met,28.648213,15.334199,1
Met,31.633362,14.969833,1
Met,29.944420,16.131224,1
Met,30.600785,13.748886,1
Met,29.849761,13.726380,1
Met,28.953019,13.786321,1
Met,29.002656,14.893709,1
Met,30.328002,16.577045,1
Met,30.338654,17.014684,1
Il6,29.896295,15.527556,1
Il6,30.594121,16.610745,1
Il6,31.523921,14.427941,1
Il6ra,30.369063,16.405091,1
Ephb2,32.450137,14.623976,1
Ephb2,31.497152,16.400365,1
Ephb2,30.989027,13.187758,1
Ephb2,28.640506,15.155918,1
Ephb2,29.650588,14.537014,1
Ephb2,31.733355,15.481252,1
Ephb2,31.757141,15.543764,1
Ephb2,31.443226,13.270127,1
Ephb2,31.053767,15.147485,1
Ephb2,29.753042,13.680515,1
Spp1,31.646288,16.598303,1
Spp1,30.620961,15.619594,1
Spp1,30.488835,13.331978,1
Cd44,29.069519,16.138809,1
Cd44,30.835000,14.813567,1
Cd44,29.788875,14.296436,1
Cd44,29.098400,15.254607,1
Cd44,29.763968,15.629954,1
Cd44,30.928708,13.760245,1
Cd44,31.476098,14.183826,1
Cd44,31.350421,13.671030,1
Cd44,29.122277,16.225658,1
Cd44,30.838564,13.556581,1
Cd44,29.021493,15.771223,1
Cd44,29.275315,14.303330,1
Cd44,30.560173,13.654134,1
Cd44,28.877327,15.517637,1
Ccl2,31.599295,14.934262,1
Ccl2,30.597446,15.933453,1
Ccl2,29.953517,13.674296,1
Ccl2,29.743514,15.657869,1
Ccl2,31.614781,14.112093,1
Ccl2,29.925991,14.569536,1
Ccl2,30.932969,15.379554,1
Ccr2,29.489900,16.131521,1
Ccr2,30.537827,16.309466,1
Ccr2,31.780090,15.076404,1
Ccr2,31.064178,15.555594,1
Ccr2,32.305926,15.077107,1
Ccr2,32.049348,14.309207,1
Ccr2,32.272004,16.253803,1
Ccr2,31.962917,14.798687,1
Bmp4,31.930516,16.182078,1
Bmpr2,32.354893,14.566275,1
Bmpr2,29.287706,13.831445,1
Bmpr2,31.075774,14.944567,1
Bmpr2,31.662246,16.624241,1
Bmpr2,31.317528,16.088936,1
Bmpr2,30.283357,16.076571,1
Bmpr2,32.107249,15.288803,1
Bmpr2,29.181653,15.963800,1
Fgf2,29.786312,17.010923,1
Fgf2,28.705796,13.869567,1
Fgf2,30.432988,15.109875,1
Fgf2,30.879712,13.088082,1
Fgfr1,32.096229,15.645081,1
Fgfr1,30.054267,14.322863,1
Fgfr1,29.480729,14.678673,1
Fgfr1,32.505649,15.234473,1
Fgfr1,28.576294,15.125958,1
Fgfr1,30.127086,12.891911,1
Fgfr1,29.180395,15.565562,1
Fgfr1,30.153690,16.709091,1
Fgfr1,28.646901,15.187386,1
Fgfr1,30.006652,15.642009,1
Fgfr1,31.777112,13.522324,1
Egf,29.424145,16.479140,1
Egf,28.601470,15.116206,1
Egf,29.268373,16.038073,1
Egf,31.343202,15.348581,1
Egf,30.760095,13.710728,1
Egf,31.361850,15.220368,1
Egf,28.930372,15.996269,1
Egfr,29.267556,16.444002,1
Egfr,31.290766,14.038515,1
Egfr,30.734901,14.290534,1
Egfr,29.909502,15.370110,1
Jag1,31.016053,15.204609,1
Jag1,32.064950,16.240371,1
Jag1,28.459043,14.452861,1
Dll4,28.820683,14.618481,1
Dll4,31.133070,16.489377,1
Dll4,28.919009,16.409095,1
Dll4,31.379586,14.635456,1
Dll4,29.230173,13.836950,1
Dll4,29.786566,14.732551,1
Dll4,29.392803,13.426686,1
Dll4,29.616487,16.313198,1
Dll4,32.054272,16.424598,1
Notch1,31.259883,15.655586,1
Notch1,29.902111,16.908752,1
Notch1,30.438579,14.852554,1
Apoe,31.256788,16.745497,1
Apoe,30.204677,15.225588,1
Apoe,31.317150,14.835927,1
Apoe,29.414053,14.954666,1
Apoe,30.343520,13.117444,1
Apoe,29.086484,16.086520,1
Apoe,32.143368,13.965609,1
Apoe,29.252333,15.761240,1
Apoe,30.799270,14.763070,1
Apoe,31.469324,15.166542,1
Apoe,30.892487,14.274724,1
Lrp1,30.115325,16.706389,1
Lrp1,30.974225,16.121020,1
Lrp1,29.479024,15.239912,1
Lrp1,31.371213,14.983954,1
Lrp1,31.368962,13.820623,1
Lrp1,31.008884,15.567992,1
Lrp1,29.202628,15.023393,1
Lrp1,30.699539,17.142849,1
Thbs1,28.455929,15.503212,1
Thbs1,30.972694,15.823601,1
Cd47,29.564937,14.385541,1
Tgfb1,39.887256,17.101546,1
Tgfb1,41.139826,17.329336,1
Tgfb1,39.266839,18.429317,1
Tgfb1,40.120378,17.606625,1
Tgfb1,38.684323,17.523098,1
Tgfb1,40.865258,15.272552,1
Tgfb1,40.885332,16.632906,1
Tgfb1,39.663531,16.531573,1
Tgfb1,38.687684,16.348931,1
Tgfb1,38.580765,17.208772,1
Tgfb1,38.230884,17.704052,1
Tgfb1,37.860540,16.138094,1
Tgfbr1,39.483898,15.421994,1
Tgfbr1,38.444383,16.604385,1
Tgfbr1,40.047623,15.818070,1
Tgfbr1,41.007877,15.982530,1
Tgfbr1,38.589518,15.657727,1
Tgfbr1,38.162452,16.025069,1
Tgfbr1,39.147942,15.815377,1
Tgfbr1,38.650298,15.985429,1
Tgfbr1,38.718038,15.470023,1
Tgfbr2,40.359465,18.053862,1
Tgfbr2,38.266887,16.938702,1
Tgfbr2,38.920887,15.174125,1
Tgfbr2,39.644822,15.676364,1
Tgfbr2,40.867046,17.566835,1
Tgfbr2,39.708309,17.207640,1
Tgfbr2,40.384898,17.349655,1
Tgfbr2,40.416527,16.516020,1
Wnt5a,39.093630,18.325387,1
Wnt5a,40.551276,16.344202,1
Wnt5a,40.177510,16.063713,1
Fzd1,39.666711,16.335613,1
Fzd1,38.849912,17.087982,1
Fzd1,39.580916,16.320714,1
Fzd1,38.075807,16.908633,1
Fzd1,41.404198,17.085432,1
Fzd1,39.145128,17.157473,1
Fzd1,39.823589,17.667907,1
Fzd1,40.091096,17.865204,1
Fzd1,38.796535,15.611683,1
Fzd1,38.117680,17.312207,1
Fzd1,39.169933,18.003796,1
Fzd1,40.362496,15.988437,1
Ror2,38.277526,15.267650,1
Ror2,37.772952,16.199868,1
Ror2,39.115631,17.905961,1
Cxcl12,39.606615,16.664934,1
Cxcl12,40.598012,16.539549,1
Cxcl12,41.191065,16.292742,1
Cxcl12,41.216379,15.476159,1
Cxcl12,37.890328,15.756329,1
Cxcl12,39.802823,15.164383,1
Cxcl12,39.171436,15.850840,1
Cxcl12,40.628250,16.623442,1
Cxcl12,38.803342,16.922458,1
Cxcl12,38.088381,16.417429,1
Cxcl12,38.630775,15.038519,1
Cxcl12,41.434939,16.172255,1
Cxcl12,39.012002,15.954436,1
Cxcl12,40.408815,16.274285,1
Cxcl12,40.283301,17.442846,1
Cxcl12,38.222174,15.843378,1
Cxcl12,41.350378,16.697858,1
Cxcl12,40.128621,17.493753,1
Cxcl12,39.162850,17.558058,1
Cxcr4,39.676209,16.165134,1
Cxcr4,39.745997,16.828294,1
Vegfa,39.989958,14.667966,1
Vegfa,38.851237,15.303646,1
Vegfa,40.468686,16.022437,1
Vegfa,40.912937,17.115598,1
Vegfa,39.566354,17.851516,1
Vegfa,38.599802,16.851612,1
Vegfa,38.462919,16.657888,1
Vegfa,41.015496,17.729505,1
Vegfa,39.532289,16.180842,1
Vegfa,40.099379,16.955058,1
Kdr,40.085727,16.733332,1
Kdr,40.631896,18.041341,1
Kdr,40.458416,15.046985,1
Kdr,38.415006,15.470170,1
Kdr,39.518880,14.736851,1
Kdr,39.467019,14.906372,1
Kdr,40.131456,15.195750,1
Flt1,39.780172,17.102702,1
Flt1,39.139365,16.840718,1
Flt1,39.795714,16.816570,1
Flt1,39.059894,18.366018,1
Pdgfb,38.963290,17.209872,1
Pdgfb,38.778679,17.160727,1
Pdgfb,38.941828,15.188199,1
Pdgfb,41.013074,16.791952,1
Pdgfrb,41.201183,16.914429,1
Pdgfrb,41.344968,15.832608,1
Pdgfrb,40.108473,18.157828,1
Pdgfrb,40.131277,14.823249,1
Pdgfrb,39.572484,17.851544,1
Pdgfrb,39.704430,16.852237,1
Pdgfrb,38.963528,15.487406,1
Pdgfrb,39.671796,18.335142,1
Pdgfrb,37.722974,16.607903,1
Pdgfrb,40.135806,14.819288,1
Pdgfrb,39.742669,15.932996,1
Pdgfrb,41.348196,17.290495,1
Pdgfrb,40.432184,17.478684,1
Pdgfrb,38.964585,15.988582,1
Pdgfrb,39.854948,17.860015,1
Pdgfrb,38.630036,17.775357,1
Pdgfrb,40.854941,17.169870,1
Hgf,40.340758,17.894383,1
Hgf,40.291196,17.128947,1
Hgf,39.962208,15.671110,1
Hgf,39.568711,15.548472,1
Hgf,39.750087,17.608505,1
Hgf,40.543934,15.726596,1
Hgf,39.706257,17.970990,1
Hgf,38.356819,17.687081,1
Hgf,41.051371,16.471388,1
Met,38.569866,16.893684,1
Met,40.976166,16.331439,1
Met,40.482889,18.267710,1
Met,40.888770,16.245004,1
Met,38.727967,17.856588,1
Met,40.300368,15.354744,1
Met,39.134584,17.483200,1
Met,39.343213,17.144428,1
Met,39.762787,15.939221,1
Met,38.232386,17.609195,1
Met,38.785786,17.150524,1
Il6ra,40.302558,16.335848,1
Il6ra,40.011829,16.236639,1
Il6ra,38.335167,17.350097,1
Il6ra,38.682664,17.585970,1
Il6ra,40.066463,17.953710,1
Il6ra,40.795272,17.846557,1
Il6ra,38.490149,15.881058,1
Il6ra,40.937877,17.015929,1
Il6ra,38.732530,16.167989,1
Il6ra,39.415317,16.074324,1
Efnb1,40.076955,18.160573,1
Efnb1,40.227385,17.320807,1
Ephb2,38.687616,15.214854,1
Ephb2,40.303029,16.774283,1
Ephb2,38.246470,17.050025,1
Ephb2,38.160428,17.000951,1
Ephb2,39.721672,14.672675,1
Ephb2,39.192195,17.187699,1
Ephb2,39.584960,17.296962,1
Ephb2,38.228789,17.669385,1
Ephb2,39.223501,17.167058,1
Ephb2,37.744337,16.282627,1
Ephb2,40.296626,18.133957,1
Ephb2,40.195589,15.458422,1
Ephb2,38.721427,15.687806,1
Ephb2,39.553073,17.814030,1
Ephb2,40.993758,17.471870,1
Ephb2,40.162450,15.613491,1
Ephb2,38.799169,16.177645,1
Ephb2,40.747224,17.686494,1
Ephb2,40.788701,17.831838,1
Ephb2,39.412361,18.288659,1
Ephb2,38.854920,17.419152,1
Spp1,39.655710,15.174321,1
Spp1,40.191341,18.254813,1
Spp1,39.318074,17.078655,1
Spp1,38.385142,17.293340,1
Spp1,38.287986,15.429858,1
Cd44,38.766940,16.320305,1
Cd44,39.605769,17.167961,1
Cd44,39.595149,15.928656,1
Cd44,38.474953,15.633885,1
Cd44,39.767602,16.040419,1
Cd44,40.188433,18.319582,1
Cd44,38.475020,15.982002,1
Cd44,39.623919,14.718772,1
Cd44,39.500834,18.385364,1
Cd44,41.133867,17.762170,1
Cd44,40.159422,17.413883,1
Cd44,41.074634,17.544240,1
Cd44,40.699323,16.451345,1
Cd44,39.183572,17.463789,1
Cd44,40.616739,17.973701,1
Cd44,41.416207,17.263824,1
Ccl2,40.248005,16.262116,1
Ccl2,37.757072,16.200204,1
Ccl2,40.633526,15.248664,1
Ccl2,40.151343,16.626693,1
Ccl2,39.974690,15.414266,1
Ccl2,38.835525,15.106704,1
Ccl2,39.004335,16.899469,1
Ccl2,38.284405,17.734543,1
Ccl2,39.414688,16.978095,1
Ccr2,41.193751,16.150405,1
Ccr2,37.947748,16.108533,1
Ccr2,38.022846,17.572088,1
Ccr2,40.291470,15.756562,1
Ccr2,38.950804,17.291161,1
Ccr2,38.816893,15.253591,1
Ccr2,37.769374,16.287743,1
Ccr2,37.964826,16.852265,1
Ccr2,38.890890,15.389332,1
Bmp4,41.164134,16.965455,1
Bmp4,39.223828,16.022047,1
Bmp4,40.026686,15.288785,1
Bmp4,38.862292,18.123733,1
Bmp4,38.806613,17.825433,1
Bmpr2,39.322869,16.255668,1
Bmpr2,38.843259,16.980946,1
Bmpr2,40.138331,18.042566,1
Bmpr2,41.549367,16.691921,1
Bmpr2,38.813966,17.201354,1
Bmpr2,40.832727,15.905521,1
Bmpr2,38.436296,15.494013,1
Fgf2,40.132006,16.052098,1
Fgf2,41.330133,17.501675,1
Fgf2,41.275452,16.646356,1
Fgf2,38.549398,15.631976,1
Fgf2,40.080735,14.677821,1
Fgf2,41.101263,16.995691,1
Fgf2,39.429100,15.509255,1
Fgfr1,40.672747,15.740593,1
Fgfr1,40.565611,18.091030,1
Fgfr1,40.221923,16.341484,1
Fgfr1,39.660208,15.658997,1
Fgfr1,40.636992,16.597253,1
Egf,40.095726,15.981227,1
Egf,40.783570,17.772120,1
Egf,39.030918,16.969106,1
Egfr,39.866767,18.265643,1
Egfr,38.445128,15.375908,1
Jag1,40.720206,17.309952,1
Jag1,39.941508,15.602026,1
Jag1,40.231654,17.599615,1
Jag1,39.234150,17.276637,1
Jag1,40.938847,16.172064,1
Jag1,39.127101,16.132937,1
Jag1,38.540668,15.636829,1
Jag1,40.780527,16.040569,1
Dll4,39.864129,15.510683,1
Dll4,38.013382,15.669572,1
Dll4,38.498213,15.402013,1
Dll4,40.974174,15.248410,1
Dll4,39.872516,17.382042,1
Notch1,37.817651,15.953897,1
Notch1,38.540550,16.624353,1
Notch1,39.173437,16.441739,1
Notch1,39.980255,17.225073,1
Notch1,41.268799,16.842324,1
Apoe,39.288244,17.261796,1
Apoe,38.554285,16.471055,1
Apoe,38.800852,17.231932,1
Apoe,41.254498,16.595721,1
Apoe,40.345691,17.135583,1
Apoe,40.058434,17.591315,1
Apoe,40.259834,17.517993,1
Apoe,39.670980,17.033561,1
Apoe,40.385209,15.778965,1
Apoe,40.804296,17.342522,1
Apoe,40.865898,17.744680,1
Lrp1,40.871365,17.052907,1
Lrp1,40.374178,16.289076,1
Lrp1,40.101491,17.984542,1
Lrp1,40.842228,16.403942,1
Lrp1,39.201980,15.948838,1
Lrp1,39.037788,15.801257,1
Lrp1,39.214781,16.179482,1
Lrp1,38.720156,16.408368,1
Lrp1,38.955126,15.035160,1
Lrp1,40.764714,14.984071,1
Thbs1,38.118635,16.955577,1
Thbs1,41.478023,16.768048,1
Thbs1,38.713122,15.721139,1
Thbs1,38.108610,17.230832,1
Thbs1,40.521046,15.051142,1
Cd47,38.475331,16.477286,1
Cd47,41.101353,16.038866,1
Cd47,38.210952,16.150453,1
Tgfb1,45.718585,14.485476,1
Tgfb1,45.156068,15.053413,1
Tgfb1,47.564092,14.673263,1
Tgfb1,47.470038,16.838786,1
Tgfbr1,45.817179,14.701806,1
Tgfbr1,47.219007,15.262201,1
Tgfbr1,46.385290,17.286225,1
Tgfbr1,47.901163,15.172042,1
Tgfbr1,47.205951,16.736752,1
Tgfbr1,45.506545,15.980052,1
Tgfbr1,46.627654,16.637095,1
Tgfbr1,45.972425,14.414101,1
Tgfbr2,46.190907,14.655301,1
Tgfbr2,46.219967,16.554098,1
Tgfbr2,47.889048,15.269029,1
Tgfbr2,45.737740,14.794761,1
Tgfbr2,47.582346,14.833350,1
Wnt5a,45.235832,16.299012,1
Wnt5a,47.538601,16.822782,1
Wnt5a,45.305207,16.695064,1
Fzd1,46.750831,15.432586,1
Fzd1,47.608310,14.311499,1
Fzd1,45.954174,15.284216,1
Fzd1,47.648328,16.796883,1
Fzd1,45.194629,16.249093,1
Fzd1,46.670419,17.085665,1
Fzd1,46.795373,17.088682,1
Fzd1,47.885137,15.963800,1
Fzd1,47.454382,16.887261,1
Ror2,46.125805,17.097193,1
Ror2,47.817831,16.525023,1
Ror2,46.556834,15.466756,1
Ror2,47.781673,15.848199,1
Ror2,45.385017,14.474576,1
Ror2,48.085205,16.453196,1
Cxcl12,46.253677,14.207784,1
Cxcl12,44.982183,15.435347,1
Cxcl12,45.097695,15.600037,1
Cxcl12,46.654656,17.268332,1
Cxcl12,48.542126,15.580705,1
Cxcl12,46.219842,17.216958,1
Cxcl12,48.037923,16.473515,1
Cxcl12,45.966425,16.870594,1
Cxcl12,46.635509,15.710594,1
Cxcl12,46.829214,15.995594,1
Cxcl12,45.269100,16.364051,1
Cxcl12,46.661371,13.986857,1
Cxcl12,47.179928,14.566882,1
Cxcl12,45.471718,15.569120,1
Cxcl12,47.864207,16.549193,1
Cxcl12,46.516402,14.203770,1
Cxcl12,46.768585,14.983703,1
