edge,interaction_class,score_tier,score_percentile,demo_review_flag
s_016um_00057_00047-1|s_016um_00056_00047-1,paracrine,low,49.89,unreviewed
s_016um_00057_00047-1|s_016um_00056_00048-1,paracrine,low,49.89,unreviewed
s_016um_00057_00047-1|s_016um_00056_00049-1,paracrine,low,49.89,unreviewed
s_016um_00057_00047-1|s_016um_00057_00045-1,paracrine,low,49.89,unreviewed
s_016um_00057_00047-1|s_016um_00057_00046-1,paracrine,low,49.89,unreviewed
s_016um_00057_00047-1|s_016um_00057_00047-1,autocrine,low,49.89,unreviewed
s_016um_00057_00047-1|s_016um_00057_00048-1,paracrine,low,49.89,unreviewed
s_016um_00057_00047-1|s_016um_00057_00049-1,paracrine,low,49.89,unreviewed
s_016um_00057_00047-1|s_016um_00058_00045-1,paracrine,low,49.89,unreviewed
s_016um_00057_00047-1|s_016um_00058_00046-1,paracrine,low,49.89,reviewed
s_016um_00057_00047-1|s_016um_00058_00047-1,paracrine,low,49.89,unreviewed
s_016um_00057_00047-1|s_016um_00058_00048-1,paracrine,low,49.89,unreviewed
s_016um_00057_00047-1|s_016um_00058_00049-1,paracrine,low,49.89,unreviewed
s_016um_00057_00047-1|s_016um_00059_00046-1,paracrine,low,49.89,unreviewed
s_016um_00057_00047-1|s_016um_00059_00047-1,paracrine,low,49.89,unreviewed
s_016um_00057_00047-1|s_016um_00059_00048-1,paracrine,low,49.89,unreviewed
s_016um_00057_00048-1|s_016um_00056_00047-1,paracrine,low,49.89,unreviewed
s_016um_00057_00048-1|s_016um_00056_00048-1,paracrine,low,49.89,unreviewed
s_016um_00057_00048-1|s_016um_00056_00049-1,paracrine,low,49.89,reviewed
s_016um_00057_00048-1|s_016um_00057_00046-1,paracrine,low,49.89,unreviewed
s_016um_00057_00048-1|s_016um_00057_00047-1,paracrine,low,49.89,unreviewed
s_016um_00057_00048-1|s_016um_00057_00048-1,autocrine,low,49.89,unreviewed
s_016um_00057_00048-1|s_016um_00057_00049-1,paracrine,low,49.89,reviewed
s_016um_00057_00048-1|s_016um_00057_00050-1,paracrine,low,49.89,unreviewed
s_016um_00057_00048-1|s_016um_00058_00046-1,paracrine,low,49.89,reviewed
s_016um_00057_00048-1|s_016um_00058_00047-1,paracrine,low,49.89,unreviewed
s_016um_00057_00048-1|s_016um_00058_00048-1,paracrine,low,49.89,unreviewed
s_016um_00057_00048-1|s_016um_00058_00049-1,paracrine,low,49.89,reviewed
s_016um_00057_00048-1|s_016um_00058_00050-1,paracrine,low,49.89,unreviewed
s_016um_00057_00048-1|s_016um_00059_00047-1,paracrine,low,49.89,unreviewed
s_016um_00057_00048-1|s_016um_00059_00048-1,paracrine,low,49.89,reviewed
s_016um_00057_00048-1|s_016um_00059_00049-1,paracrine,low,49.89,reviewed
s_016um_00057_00049-1|s_016um_00056_00047-1,paracrine,low,49.89,unreviewed
s_016um_00057_00049-1|s_016um_00056_00048-1,paracrine,low,49.89,unreviewed
s_016um_00057_00049-1|s_016um_00056_00049-1,paracrine,low,49.89,unreviewed
s_016um_00057_00049-1|s_016um_00056_00051-1,paracrine,low,49.89,unreviewed
s_016um_00057_00049-1|s_016um_00057_00047-1,paracrine,low,49.89,reviewed
s_016um_00057_00049-1|s_016um_00057_00048-1,paracrine,low,49.89,unreviewed
s_016um_00057_00049-1|s_016um_00057_00049-1,autocrine,low,49.89,unreviewed
s_016um_00057_00049-1|s_016um_00057_00050-1,paracrine,low,49.89,reviewed
s_016um_00057_00049-1|s_016um_00057_00051-1,paracrine,low,49.89,unreviewed
s_016um_00057_00049-1|s_016um_00058_00047-1,paracrine,low,49.89,unreviewed
s_016um_00057_00049-1|s_016um_00058_00048-1,paracrine,low,49.89,unreviewed
s_016um_00057_00049-1|s_016um_00058_00049-1,paracrine,low,49.89,reviewed
s_016um_00057_00049-1|s_016um_00058_00050-1,paracrine,low,49.89,unreviewed
s_016um_00057_00049-1|s_016um_00058_00051-1,paracrine,low,49.89,unreviewed
s_016um_00057_00049-1|s_016um_00059_00048-1,paracrine,low,49.89,unreviewed
s_016um_00057_00049-1|s_016um_00059_00049-1,paracrine,low,49.89,unreviewed
s_016um_00057_00049-1|s_016um_00059_00050-1,paracrine,low,49.89,unreviewed
s_016um_00057_00050-1|s_016um_00056_00048-1,paracrine,low,49.89,unreviewed
s_016um_00057_00050-1|s_016um_00056_00049-1,paracrine,low,49.89,reviewed
s_016um_00057_00050-1|s_016um_00056_00051-1,paracrine,low,49.89,reviewed
s_016um_00057_00050-1|s_016um_00057_00048-1,paracrine,low,49.89,unreviewed
s_016um_00057_00050-1|s_016um_00057_00049-1,paracrine,low,49.89,reviewed
s_016um_00057_00050-1|s_016um_00057_00050-1,autocrine,low,49.89,reviewed
s_016um_00057_00050-1|s_016um_00057_00051-1,paracrine,low,49.89,reviewed
s_016um_00057_00050-1|s_016um_00057_00052-1,paracrine,low,49.89,unreviewed
s_016um_00057_00050-1|s_016um_00058_00048-1,paracrine,low,49.89,unreviewed
s_016um_00057_00050-1|s_016um_00058_00049-1,paracrine,low,49.89,unreviewed
s_016um_00057_00050-1|s_016um_00058_00050-1,paracrine,low,49.89,unreviewed
s_016um_00057_00050-1|s_016um_00058_00051-1,paracrine,low,49.89,unreviewed
s_016um_00057_00050-1|s_016um_00058_00052-1,paracrine,low,49.89,unreviewed
s_016um_00057_00050-1|s_016um_00059_00049-1,paracrine,low,49.89,unreviewed
s_016um_00057_00050-1|s_016um_00059_00050-1,paracrine,low,49.89,reviewed
s_016um_00057_00050-1|s_016um_00059_00051-1,paracrine,low,49.89,unreviewed
s_016um_00057_00051-1|s_016um_00056_00049-1,paracrine,low,49.89,unreviewed
s_016um_00057_00051-1|s_016um_00056_00051-1,paracrine,low,49.89,unreviewed
s_016um_00057_00051-1|s_016um_00057_00049-1,paracrine,low,49.89,unreviewed
s_016um_00057_00051-1|s_016um_00057_00050-1,paracrine,low,49.89,unreviewed
s_016um_00057_00051-1|s_016um_00057_00051-1,autocrine,high,99.89,unreviewed
s_016um_00057_00051-1|s_016um_00057_00052-1,paracrine,low,49.89,unreviewed
s_016um_00057_00051-1|s_016um_00057_00053-1,paracrine,low,49.89,reviewed
s_016um_00057_00051-1|s_016um_00058_00049-1,paracrine,low,49.89,unreviewed
s_016um_00057_00051-1|s_016um_00058_00050-1,paracrine,low,49.89,unreviewed
s_016um_00057_00051-1|s_016um_00058_00051-1,paracrine,low,49.89,reviewed
s_016um_00057_00051-1|s_016um_00058_00052-1,paracrine,low,49.89,unreviewed
s_016um_00057_00051-1|s_016um_00058_00053-1,paracrine,low,49.89,reviewed
s_016um_00057_00051-1|s_016um_00059_00050-1,paracrine,high,99.89,unreviewed
s_016um_00057_00051-1|s_016um_00059_00051-1,paracrine,low,49.89,unreviewed
s_016um_00057_00051-1|s_016um_00059_00052-1,paracrine,low,49.89,unreviewed
s_016um_00057_00052-1|s_016um_00056_00051-1,paracrine,low,49.89,unreviewed
s_016um_00057_00052-1|s_016um_00057_00050-1,paracrine,low,49.89,reviewed
s_016um_00057_00052-1|s_016um_00057_00051-1,paracrine,low,49.89,unreviewed
s_016um_00057_00052-1|s_016um_00057_00052-1,autocrine,low,49.89,unreviewed
s_016um_00057_00052-1|s_016um_00057_00053-1,paracrine,low,49.89,unreviewed
s_016um_00057_00052-1|s_016um_00057_00054-1,paracrine,low,49.89,unreviewed
s_016um_00057_00052-1|s_016um_00058_00050-1,paracrine,low,49.89,reviewed
s_016um_00057_00052-1|s_016um_00058_00051-1,paracrine,low,49.89,unreviewed
s_016um_00057_00052-1|s_016um_00058_00052-1,paracrine,low,49.89,reviewed
s_016um_00057_00052-1|s_016um_00058_00053-1,paracrine,low,49.89,unreviewed
s_016um_00057_00052-1|s_016um_00058_00054-1,paracrine,low,49.89,unreviewed
s_016um_00057_00052-1|s_016um_00059_00051-1,paracrine,low,49.89,unreviewed
s_016um_00057_00052-1|s_016um_00059_00052-1,paracrine,low,49.89,unreviewed
s_016um_00057_00052-1|s_016um_00059_00053-1,paracrine,low,49.89,reviewed
s_016um_00057_00053-1|s_016um_00056_00051-1,paracrine,low,49.89,reviewed
s_016um_00057_00053-1|s_016um_00057_00051-1,paracrine,low,49.89,reviewed
s_016um_00057_00053-1|s_016um_00057_00052-1,paracrine,low,49.89,reviewed
s_016um_00057_00053-1|s_016um_00057_00053-1,autocrine,low,49.89,unreviewed
s_016um_00057_00053-1|s_016um_00057_00054-1,paracrine,low,49.89,unreviewed
s_016um_00057_00053-1|s_016um_00057_00055-1,paracrine,low,49.89,unreviewed
s_016um_00057_00053-1|s_016um_00058_00051-1,paracrine,low,49.89,unreviewed
s_016um_00057_00053-1|s_016um_00058_00052-1,paracrine,low,49.89,unreviewed
s_016um_00057_00053-1|s_016um_00058_00053-1,paracrine,low,49.89,unreviewed
s_016um_00057_00053-1|s_016um_00058_00054-1,paracrine,low,49.89,unreviewed
s_016um_00057_00053-1|s_016um_00058_00055-1,paracrine,low,49.89,unreviewed
s_016um_00057_00053-1|s_016um_00059_00052-1,paracrine,low,49.89,unreviewed
s_016um_00057_00053-1|s_016um_00059_00053-1,paracrine,low,49.89,unreviewed
s_016um_00057_00053-1|s_016um_00059_00054-1,paracrine,low,49.89,reviewed
s_016um_00057_00054-1|s_016um_00056_00056-1,paracrine,low,49.89,unreviewed
s_016um_00057_00054-1|s_016um_00057_00052-1,paracrine,low,49.89,reviewed
s_016um_00057_00054-1|s_016um_00057_00053-1,paracrine,low,49.89,unreviewed
s_016um_00057_00054-1|s_016um_00057_00054-1,autocrine,low,49.89,reviewed
s_016um_00057_00054-1|s_016um_00057_00055-1,paracrine,low,49.89,unreviewed
s_016um_00057_00054-1|s_016um_00057_00056-1,paracrine,low,49.89,unreviewed
s_016um_00057_00054-1|s_016um_00058_00052-1,paracrine,low,49.89,reviewed
s_016um_00057_00054-1|s_016um_00058_00053-1,paracrine,low,49.89,unreviewed
s_016um_00057_00054-1|s_016um_00058_00054-1,paracrine,low,49.89,reviewed
s_016um_00057_00054-1|s_016um_00058_00055-1,paracrine,low,49.89,unreviewed
s_016um_00057_00054-1|s_016um_00058_00056-1,paracrine,low,49.89,unreviewed
s_016um_00057_00054-1|s_016um_00059_00053-1,paracrine,low,49.89,unreviewed
s_016um_00057_00054-1|s_016um_00059_00054-1,paracrine,low,49.89,reviewed
s_016um_00057_00054-1|s_016um_00059_00055-1,paracrine,low,49.89,unreviewed
s_016um_00057_00055-1|s_016um_00056_00056-1,paracrine,low,49.89,unreviewed
s_016um_00057_00055-1|s_016um_00056_00057-1,paracrine,low,49.89,reviewed
s_016um_00057_00055-1|s_016um_00057_00053-1,paracrine,low,49.89,unreviewed
s_016um_00057_00055-1|s_016um_00057_00054-1,paracrine,low,49.89,unreviewed
s_016um_00057_00055-1|s_016um_00057_00055-1,autocrine,low,49.89,reviewed
s_016um_00057_00055-1|s_016um_00057_00056-1,paracrine,low,49.89,unreviewed
s_016um_00057_00055-1|s_016um_00057_00057-1,paracrine,low,49.89,reviewed
s_016um_00057_00055-1|s_016um_00058_00053-1,paracrine,low,49.89,unreviewed
s_016um_00057_00055-1|s_016um_00058_00054-1,paracrine,low,49.89,unreviewed
s_016um_00057_00055-1|s_016um_00058_00055-1,paracrine,low,49.89,reviewed
s_016um_00057_00055-1|s_016um_00058_00056-1,paracrine,low,49.89,unreviewed
s_016um_00057_00055-1|s_016um_00058_00057-1,paracrine,low,49.89,unreviewed
s_016um_00057_00055-1|s_016um_00059_00054-1,paracrine,low,49.89,unreviewed
s_016um_00057_00055-1|s_016um_00059_00055-1,paracrine,low,49.89,unreviewed
s_016um_00057_00055-1|s_016um_00059_00056-1,paracrine,low,49.89,unreviewed
s_016um_00057_00056-1|s_016um_00056_00056-1,paracrine,low,49.89,reviewed
s_016um_00057_00056-1|s_016um_00056_00057-1,paracrine,low,49.89,unreviewed
s_016um_00057_00056-1|s_016um_00056_00058-1,paracrine,low,49.89,unreviewed
s_016um_00057_00056-1|s_016um_00057_00054-1,paracrine,low,49.89,reviewed
s_016um_00057_00056-1|s_016um_00057_00055-1,paracrine,low,49.89,unreviewed
s_016um_00057_00056-1|s_016um_00057_00056-1,autocrine,low,49.89,unreviewed
s_016um_00057_00056-1|s_016um_00057_00057-1,paracrine,low,49.89,reviewed
s_016um_00057_00056-1|s_016um_00057_00058-1,paracrine,low,49.89,unreviewed
s_016um_00057_00056-1|s_016um_00058_00054-1,paracrine,low,49.89,unreviewed
s_016um_00057_00056-1|s_016um_00058_00055-1,paracrine,low,49.89,unreviewed
s_016um_00057_00056-1|s_016um_00058_00056-1,paracrine,low,49.89,unreviewed
s_016um_00057_00056-1|s_016um_00058_00057-1,paracrine,low,49.89,reviewed
s_016um_00057_00056-1|s_016um_00058_00058-1,paracrine,low,49.89,unreviewed
s_016um_00057_00056-1|s_016um_00059_00055-1,paracrine,low,49.89,unreviewed
s_016um_00057_00056-1|s_016um_00059_00056-1,paracrine,low,49.89,unreviewed
s_016um_00057_00056-1|s_016um_00059_00057-1,paracrine,low,49.89,reviewed
s_016um_00057_00057-1|s_016um_00056_00056-1,paracrine,low,49.89,unreviewed
s_016um_00057_00057-1|s_016um_00056_00057-1,paracrine,low,49.89,unreviewed
s_016um_00057_00057-1|s_016um_00056_00058-1,paracrine,low,49.89,unreviewed
s_016um_00057_00057-1|s_016um_00056_00059-1,paracrine,low,49.89,reviewed
s_016um_00057_00057-1|s_016um_00057_00055-1,paracrine,low,49.89,reviewed
s_016um_00057_00057-1|s_016um_00057_00056-1,paracrine,low,49.89,reviewed
s_016um_00057_00057-1|s_016um_00057_00057-1,autocrine,low,49.89,unreviewed
s_016um_00057_00057-1|s_016um_00057_00058-1,paracrine,low,49.89,reviewed
s_016um_00057_00057-1|s_016um_00057_00059-1,paracrine,low,49.89,unreviewed
s_016um_00057_00057-1|s_016um_00058_00055-1,paracrine,low,49.89,unreviewed
s_016um_00057_00057-1|s_016um_00058_00056-1,paracrine,low,49.89,unreviewed
s_016um_00057_00057-1|s_016um_00058_00057-1,paracrine,low,49.89,unreviewed
s_016um_00057_00057-1|s_016um_00058_00058-1,paracrine,low,49.89,reviewed
s_016um_00057_00057-1|s_016um_00058_00059-1,paracrine,low,49.89,unreviewed
s_016um_00057_00057-1|s_016um_00059_00056-1,paracrine,low,49.89,reviewed
s_016um_00057_00057-1|s_016um_00059_00057-1,paracrine,low,49.89,unreviewed
s_016um_00057_00057-1|s_016um_00059_00058-1,paracrine,low,49.89,unreviewed
s_016um_00057_00058-1|s_016um_00056_00056-1,paracrine,low,49.89,unreviewed
s_016um_00057_00058-1|s_016um_00056_00057-1,paracrine,low,49.89,unreviewed
s_016um_00057_00058-1|s_016um_00056_00058-1,paracrine,low,49.89,unreviewed
s_016um_00057_00058-1|s_016um_00056_00059-1,paracrine,low,49.89,unreviewed
s_016um_00057_00058-1|s_016um_00056_00060-1,paracrine,low,49.89,unreviewed
s_016um_00057_00058-1|s_016um_00057_00056-1,paracrine,low,49.89,unreviewed
s_016um_00057_00058-1|s_016um_00057_00057-1,paracrine,low,49.89,reviewed
s_016um_00057_00058-1|s_016um_00057_00058-1,autocrine,low,49.89,reviewed
s_016um_00057_00058-1|s_016um_00057_00059-1,paracrine,low,49.89,reviewed
s_016um_00057_00058-1|s_016um_00057_00060-1,paracrine,low,49.89,unreviewed
s_016um_00057_00058-1|s_016um_00058_00056-1,paracrine,low,49.89,reviewed
s_016um_00057_00058-1|s_016um_00058_00057-1,paracrine,low,49.89,unreviewed
s_016um_00057_00058-1|s_016um_00058_00058-1,paracrine,low,49.89,reviewed
s_016um_00057_00058-1|s_016um_00058_00059-1,paracrine,low,49.89,unreviewed
s_016um_00057_00058-1|s_016um_00058_00060-1,paracrine,low,49.89,reviewed
s_016um_00057_00058-1|s_016um_00059_00057-1,paracrine,low,49.89,reviewed
s_016um_00057_00058-1|s_016um_00059_00058-1,paracrine,low,49.89,unreviewed
s_016um_00057_00058-1|s_016um_00059_00059-1,paracrine,low,49.89,unreviewed
s_016um_00057_00059-1|s_016um_00056_00057-1,paracrine,low,49.89,reviewed
s_016um_00057_00059-1|s_016um_00056_00058-1,paracrine,low,49.89,reviewed
s_016um_00057_00059-1|s_016um_00056_00059-1,paracrine,low,49.89,unreviewed
s_016um_00057_00059-1|s_016um_00056_00060-1,paracrine,low,49.89,reviewed
s_016um_00057_00059-1|s_016um_00057_00057-1,paracrine,low,49.89,reviewed
s_016um_00057_00059-1|s_016um_00057_00058-1,paracrine,low,49.89,unreviewed
s_016um_00057_00059-1|s_016um_00057_00059-1,autocrine,low,49.89,unreviewed
s_016um_00057_00059-1|s_016um_00057_00060-1,paracrine,low,49.89,unreviewed
s_016um_00057_00059-1|s_016um_00057_00061-1,paracrine,low,49.89,unreviewed
s_016um_00057_00059-1|s_016um_00058_00057-1,paracrine,low,49.89,reviewed
s_016um_00057_00059-1|s_016um_00058_00058-1,paracrine,low,49.89,reviewed
s_016um_00057_00059-1|s_016um_00058_00059-1,paracrine,low,49.89,unreviewed
s_016um_00057_00059-1|s_016um_00058_00060-1,paracrine,low,49.89,unreviewed
s_016um_00057_00059-1|s_016um_00058_00061-1,paracrine,low,49.89,unreviewed
s_016um_00057_00059-1|s_016um_00059_00058-1,paracrine,low,49.89,unreviewed
s_016um_00057_00059-1|s_016um_00059_00059-1,paracrine,low,49.89,unreviewed
s_016um_00057_00059-1|s_016um_00059_00060-1,paracrine,low,49.89,unreviewed
s_016um_00057_00060-1|s_016um_00056_00058-1,paracrine,low,49.89,unreviewed
s_016um_00057_00060-1|s_016um_00056_00059-1,paracrine,low,49.89,unreviewed
s_016um_00057_00060-1|s_016um_00056_00060-1,paracrine,low,49.89,unreviewed
s_016um_00057_00060-1|s_016um_00056_00062-1,paracrine,low,49.89,reviewed
s_016um_00057_00060-1|s_016um_00057_00058-1,paracrine,low,49.89,unreviewed
s_016um_00057_00060-1|s_016um_00057_00059-1,paracrine,low,49.89,reviewed
s_016um_00057_00060-1|s_016um_00057_00060-1,autocrine,low,49.89,reviewed
s_016um_00057_00060-1|s_016um_00057_00061-1,paracrine,low,49.89,unreviewed
s_016um_00057_00060-1|s_016um_00057_00062-1,paracrine,low,49.89,reviewed
s_016um_00057_00060-1|s_016um_00058_00058-1,paracrine,low,49.89,unreviewed
s_016um_00057_00060-1|s_016um_00058_00059-1,paracrine,low,49.89,unreviewed
s_016um_00057_00060-1|s_016um_00058_00060-1,paracrine,low,49.89,reviewed
s_016um_00057_00060-1|s_016um_00058_00061-1,paracrine,low,49.89,reviewed
s_016um_00057_00060-1|s_016um_00058_00062-1,paracrine,low,49.89,unreviewed
s_016um_00057_00060-1|s_016um_00059_00059-1,paracrine,low,49.89,unreviewed
s_016um_00057_00060-1|s_016um_00059_00060-1,paracrine,low,49.89,unreviewed
s_016um_00057_00060-1|s_016um_00059_00061-1,paracrine,low,49.89,reviewed
s_016um_00057_00061-1|s_016um_00056_00059-1,paracrine,low,49.89,reviewed
s_016um_00057_00061-1|s_016um_00056_00060-1,paracrine,low,49.89,unreviewed
s_016um_00057_00061-1|s_016um_00056_00062-1,paracrine,low,49.89,reviewed
s_016um_00057_00061-1|s_016um_00056_00063-1,paracrine,low,49.89,unreviewed
s_016um_00057_00061-1|s_016um_00057_00059-1,paracrine,low,49.89,unreviewed
s_016um_00057_00061-1|s_016um_00057_00060-1,paracrine,low,49.89,unreviewed
s_016um_00057_00061-1|s_016um_00057_00061-1,autocrine,low,49.89,unreviewed
s_016um_00057_00061-1|s_016um_00057_00062-1,paracrine,low,49.89,reviewed
s_016um_00057_00061-1|s_016um_00057_00063-1,paracrine,low,49.89,unreviewed
s_016um_00057_00061-1|s_016um_00058_00059-1,paracrine,low,49.89,unreviewed
s_016um_00057_00061-1|s_016um_00058_00060-1,paracrine,low,49.89,unreviewed
s_016um_00057_00061-1|s_016um_00058_00061-1,paracrine,low,49.89,unreviewed
s_016um_00057_00061-1|s_016um_00058_00062-1,paracrine,low,49.89,unreviewed
s_016um_00057_00061-1|s_016um_00058_00063-1,paracrine,low,49.89,unreviewed
s_016um_00057_00061-1|s_016um_00059_00060-1,paracrine,low,49.89,unreviewed
s_016um_00057_00061-1|s_016um_00059_00061-1,paracrine,low,49.89,unreviewed
s_016um_00057_00061-1|s_016um_00059_00062-1,paracrine,low,49.89,reviewed
s_016um_00057_00062-1|s_016um_00056_00060-1,paracrine,low,49.89,unreviewed
s_016um_00057_00062-1|s_016um_00056_00062-1,paracrine,low,49.89,unreviewed
s_016um_00057_00062-1|s_016um_00056_00063-1,paracrine,low,49.89,reviewed
s_016um_00057_00062-1|s_016um_00057_00060-1,paracrine,low,49.89,reviewed
s_016um_00057_00062-1|s_016um_00057_00061-1,paracrine,low,49.89,reviewed
s_016um_00057_00062-1|s_016um_00057_00062-1,autocrine,low,49.89,unreviewed
s_016um_00057_00062-1|s_016um_00057_00063-1,paracrine,low,49.89,reviewed
s_016um_00057_00062-1|s_016um_00057_00064-1,paracrine,low,49.89,reviewed
s_016um_00057_00062-1|s_016um_00058_00060-1,paracrine,low,49.89,unreviewed
s_016um_00057_00062-1|s_016um_00058_00061-1,paracrine,low,49.89,unreviewed
s_016um_00057_00062-1|s_016um_00058_00062-1,paracrine,low,49.89,reviewed
s_016um_00057_00062-1|s_016um_00058_00063-1,paracrine,low,49.89,reviewed
s_016um_00057_00062-1|s_016um_00058_00064-1,paracrine,low,49.89,reviewed
s_016um_00057_00062-1|s_016um_00059_00061-1,paracrine,low,49.89,unreviewed
s_016um_00057_00062-1|s_016um_00059_00062-1,paracrine,low,49.89,unreviewed
s_016um_00057_00062-1|s_016um_00059_00063-1,paracrine,low,49.89,unreviewed
s_016um_00057_00063-1|s_016um_00056_00062-1,paracrine,low,49.89,unreviewed
s_016um_00057_00063-1|s_016um_00056_00063-1,paracrine,low,49.89,unreviewed
s_016um_00057_00063-1|s_016um_00056_00065-1,paracrine,low,49.89,unreviewed
s_016um_00057_00063-1|s_016um_00057_00061-1,paracrine,low,49.89,reviewed
s_016um_00057_00063-1|s_016um_00057_00062-1,paracrine,low,49.89,unreviewed
s_016um_00057_00063-1|s_016um_00057_00063-1,autocrine,low,49.89,unreviewed
s_016um_00057_00063-1|s_016um_00057_00064-1,paracrine,low,49.89,unreviewed
s_016um_00057_00063-1|s_016um_00057_00065-1,paracrine,low,49.89,unreviewed
s_016um_00057_00063-1|s_016um_00058_00061-1,paracrine,low,49.89,reviewed
s_016um_00057_00063-1|s_016um_00058_00062-1,paracrine,low,49.89,unreviewed
s_016um_00057_00063-1|s_016um_00058_00063-1,paracrine,low,49.89,reviewed
s_016um_00057_00063-1|s_016um_00058_00064-1,paracrine,low,49.89,reviewed
s_016um_00057_00063-1|s_016um_00058_00065-1,paracrine,low,49.89,unreviewed
s_016um_00057_00063-1|s_016um_00059_00062-1,paracrine,low,49.89,unreviewed
s_016um_00057_00063-1|s_016um_00059_00063-1,paracrine,low,49.89,reviewed
s_016um_00057_00063-1|s_016um_00059_00064-1,paracrine,low,49.89,reviewed
s_016um_00057_00064-1|s_016um_00056_00062-1,paracrine,low,49.89,unreviewed
s_016um_00057_00064-1|s_016um_00056_00063-1,paracrine,low,49.89,unreviewed
s_016um_00057_00064-1|s_016um_00056_00065-1,paracrine,low,49.89,unreviewed
s_016um_00057_00064-1|s_016um_00056_00066-1,paracrine,low,49.89,unreviewed
s_016um_00057_00064-1|s_016um_00057_00062-1,paracrine,low,49.89,reviewed
s_016um_00057_00064-1|s_016um_00057_00063-1,paracrine,low,49.89,reviewed
s_016um_00057_00064-1|s_016um_00057_00064-1,autocrine,low,49.89,unreviewed
s_016um_00057_00064-1|s_016um_00057_00065-1,paracrine,low,49.89,unreviewed
s_016um_00057_00064-1|s_016um_00057_00066-1,paracrine,low,49.89,reviewed
s_016um_00057_00064-1|s_016um_00058_00062-1,paracrine,low,49.89,unreviewed
s_016um_00057_00064-1|s_016um_00058_00063-1,paracrine,low,49.89,unreviewed
s_016um_00057_00064-1|s_016um_00058_00064-1,paracrine,low,49.89,reviewed
s_016um_00057_00064-1|s_016um_00058_00065-1,paracrine,low,49.89,unreviewed
s_016um_00057_00064-1|s_016um_00058_00066-1,paracrine,low,49.89,unreviewed
s_016um_00057_00064-1|s_016um_00059_00063-1,paracrine,low,49.89,reviewed
s_016um_00057_00064-1|s_016um_00059_00064-1,paracrine,low,49.89,unreviewed
s_016um_00057_00064-1|s_016um_00059_00065-1,paracrine,low,49.89,unreviewed
s_016um_00057_00065-1|s_016um_00056_00063-1,paracrine,low,49.89,unreviewed
s_016um_00057_00065-1|s_016um_00056_00065-1,paracrine,low,49.89,unreviewed
s_016um_00057_00065-1|s_016um_00056_00066-1,paracrine,low,49.89,reviewed
s_016um_00057_00065-1|s_016um_00056_00067-1,paracrine,low,49.89,unreviewed
s_016um_00057_00065-1|s_016um_00057_00063-1,paracrine,low,49.89,unreviewed
s_016um_00057_00065-1|s_016um_00057_00064-1,paracrine,low,49.89,unreviewed
s_016um_00057_00065-1|s_016um_00057_00065-1,autocrine,low,49.89,reviewed
s_016um_00057_00065-1|s_016um_00057_00066-1,paracrine,low,49.89,unreviewed
s_016um_00057_00065-1|s_016um_00057_00067-1,paracrine,low,49.89,unreviewed
s_016um_00057_00065-1|s_016um_00058_00063-1,paracrine,low,49.89,unreviewed
s_016um_00057_00065-1|s_016um_00058_00064-1,paracrine,low,49.89,reviewed
s_016um_00057_00065-1|s_016um_00058_00065-1,paracrine,low,49.89,unreviewed
s_016um_00057_00065-1|s_016um_00058_00066-1,paracrine,low,49.89,reviewed
s_016um_00057_00065-1|s_016um_00058_00067-1,paracrine,low,49.89,unreviewed
s_016um_00057_00065-1|s_016um_00059_00064-1,paracrine,low,49.89,unreviewed
s_016um_00057_00065-1|s_016um_00059_00065-1,paracrine,low,49.89,unreviewed
s_016um_00057_00065-1|s_016um_00059_00066-1,paracrine,low,49.89,unreviewed
s_016um_00057_00066-1|s_016um_00056_00065-1,paracrine,low,49.89,reviewed
s_016um_00057_00066-1|s_016um_00056_00066-1,paracrine,low,49.89,unreviewed
s_016um_00057_00066-1|s_016um_00056_00067-1,paracrine,low,49.89,reviewed
s_016um_00057_00066-1|s_016um_00056_00068-1,paracrine,low,49.89,unreviewed
s_016um_00057_00066-1|s_016um_00057_00064-1,paracrine,low,49.89,unreviewed
s_016um_00057_00066-1|s_016um_00057_00065-1,paracrine,low,49.89,unreviewed
s_016um_00057_00066-1|s_016um_00057_00066-1,autocrine,low,49.89,reviewed
s_016um_00057_00066-1|s_016um_00057_00067-1,paracrine,low,49.89,unreviewed
s_016um_00057_00066-1|s_016um_00057_00068-1,paracrine,low,49.89,unreviewed
s_016um_00057_00066-1|s_016um_00058_00064-1,paracrine,low,49.89,reviewed
s_016um_00057_00066-1|s_016um_00058_00065-1,paracrine,low,49.89,reviewed
s_016um_00057_00066-1|s_016um_00058_00066-1,paracrine,low,49.89,unreviewed
s_016um_00057_00066-1|s_016um_00058_00067-1,paracrine,low,49.89,reviewed
s_016um_00057_00066-1|s_016um_00058_00068-1,paracrine,low,49.89,unreviewed
s_016um_00057_00066-1|s_016um_00059_00065-1,paracrine,low,49.89,unreviewed
s_016um_00057_00066-1|s_016um_00059_00066-1,paracrine,low,49.89,reviewed
s_016um_00057_00066-1|s_016um_00059_00067-1,paracrine,low,49.89,unreviewed
s_016um_00057_00067-1|s_016um_00056_00065-1,paracrine,low,49.89,reviewed
s_016um_00057_00067-1|s_016um_00056_00066-1,paracrine,low,49.89,reviewed
s_016um_00057_00067-1|s_016um_00056_00067-1,paracrine,low,49.89,reviewed
s_016um_00057_00067-1|s_016um_00056_00068-1,paracrine,low,49.89,reviewed
s_016um_00057_00067-1|s_016um_00056_00069-1,paracrine,low,49.89,reviewed
